created_at,pickup_zone,id,hashed_id,rider_id,driver_id,fare,estimated_fare,undiscounted_fare,ride_duration,estimated_ride_duration,status,rating,canceled_by,drivers_tried,driver_cut,city_id,ride_type,surge_multiple,hotzones_bonus
28/10/21,Hingoli,142679510,9TI3R0,450251,8163800,0,638,,,2375,CANCELED,,450251,"8163800,",,2,2,1.55,169.8
29/10/21,Kholapur,142750683,9TKMTD,7008552,753928,0,86,,,892,CANCELED,,7008552,"753928,",,2,1,0.9,-7.2
25/10/21,Mumbai City,142182951,9STM51,5366512,0,0,126,,,855,CANCELED,,,"7441488,5657943,",,2,1,1.25,18.9
27/10/21,Chandrapur,142439268,9T96SS,1094708,0,0,62,,,550,CANCELED,,,"6006089,",,2,1,1.05,2.2
28/10/21,Dhule,142549377,9TD997,5005446,0,0,1452,,,5808,CANCELED,,,,,2,2,1,0
29/10/21,Latur,142725833,9TJPB3,3586688,0,0,59,,,670,CANCELED,,,"7677431,8717874,",,2,1,0.9,-4.9
30/10/21,Jalna,142866662,9TP1PC,2750637,0,0,166,,,748,CANCELED,,,"1266609,8693199,",,2,2,1,0
24/10/21,Ahmednagar,142116314,9SR83O,448303,3345622,0,53,,,341,CANCELED,,448303,"8167058,3345622,",,2,1,1,0
24/10/21,Akola,142152284,9SSI2O,4378588,8390765,0,56,,,558,CANCELED,,4378588,"3266153,8390765,",,2,1,0.9,-4.7
26/10/21,Bandara,142348288,9T5PQ8,1871110,8515487,0,59,,,690,CANCELED,,1871110,"8515487,",,2,1,0.9,-4.9
27/10/21,Kholapur,142487323,9TB0AN,7008552,0,0,85,,,886,CANCELED,,,"3744835,3836476,",,2,1,0.9,-7.1
27/10/21,Osmanabad,142531298,9TCJ6I,762782,0,0,391,,,2152,CANCELED,,,,,2,2,1.05,14
29/10/21,Akola,142684384,9TI99E,834977,0,0,30,,,60,CANCELED,,,,,2,1,0.9,-2.5
25/10/21,Bandara,142230676,9T1F5Q,3234429,0,0,105,,,323,CANCELED,,,,,2,2,1.1,7.2
26/10/21,Chandrapur,142319520,9T4NRA,3969588,4505956,0,73,,,681,CANCELED,,3969588,"4505956,",,2,1,1,0
27/10/21,Latur,142473342,9TAEOM,8730479,3049762,0,72,,,696,CANCELED,,8730479,"3049762,",,2,1,0.9,-6
28/10/21,Akola,142639197,9TGJ37,1717131,3020793,0,83,,,629,CANCELED,,1717131,"3020793,",,2,1,1,0
24/10/21,Bandara,142093506,9SQCNG,838514,0,0,67,,,874,CANCELED,,838514,"2981008,",,2,1,0.9,-5.6
25/10/21,Latur,142239120,9T1OHA,8704387,0,0,91,,,824,CANCELED,,8704387,"8649287,",,2,1,1.15,8.9
29/10/21,Osmanabad,142695438,9TILHS,563811,0,0,128,,,1023,CANCELED,,,"8453559,",,2,1,1.1,8.7
24/10/21,Akola,142013270,9SNDJ0,1945172,0,0,79,,,1118,CANCELED,,,,,2,1,0.9,-6.6
24/10/21,Akola,142089117,9SQ7R7,1110218,0,0,93,,,578,CANCELED,,1110218,,,2,1,1.35,18.1
27/10/21,Mumbai City,142503961,9TBIPB,6148896,0,0,571,,,2266,CANCELED,,,"5106945,",,2,2,1.4,122.4
27/10/21,Kholapur,142541401,9TD0DB,8677823,680602,0,78,,,647,CANCELED,,8677823,"680602,",,2,1,1,0
28/10/21,Bandara,142661276,9THDJ6,1702276,526676,0,75,,,660,CANCELED,,1702276,"526676,",,2,1,1.15,7.3
29/10/21,Latur,142749792,9TKLTM,2760800,0,0,269,,,1438,CANCELED,,,,,2,2,1,0
30/10/21,Chandrapur,142878140,9TPEI0,2232337,0,0,158,,,752,CANCELED,,,"1818670,",,2,2,1.1,10.8
24/10/21,Akola,142133730,9SRREA,669893,0,0,157,,,755,CANCELED,,,,,2,2,1.1,10.7
28/10/21,Mumbai City,142679882,9TI49C,8496181,0,0,303,,,1541,CANCELED,,8496181,,,2,2,1,0
24/10/21,Ahmednagar,142036302,9SO96M,775757,0,0,73,,,742,CANCELED,,,"7190999,",,2,1,1,0
24/10/21,Bandara,142130664,9SRO24,1240781,0,0,124,,,916,CANCELED,,,"6579074,3628615,2535362,8545526,",,2,1,1,0
28/10/21,Bandara,142641293,9TGLD3,599365,0,0,111,,,959,CANCELED,,,"8614526,7918125,7187652,",,2,1,1.1,7.6
29/10/21,Osmanabad,142694786,9TIKQ6,4534698,0,0,147,,,1148,CANCELED,,,"8453559,",,2,1,1,0
29/10/21,Latur,142797028,9TMEE8,5321011,0,0,95,,,643,CANCELED,,5321011,"8723357,3744835,",,2,1,1.1,6.5
30/10/21,Latur,142859186,9TONG6,4682262,0,0,153,,,648,CANCELED,,,"3301988,637133,",,2,2,1.1,10.4
24/10/21,Kholapur,142029250,9SO1BK,1938105,2171418,0,78,,,406,CANCELED,,1938105,"2171418,",,2,1,1.4,16.7
28/10/21,Thane,142606625,9TFCRF,5797939,0,0,119,,,967,CANCELED,,,,,2,1,0.9,-9.9
24/10/21,Bandara,142049787,9SOO67,391490,7865302,0,62,,,506,CANCELED,,391490,"7865302,",,2,1,0.9,-5.2
26/10/21,Bandara,142293854,9T3PBO,1125895,7550533,0,79,,,1017,CANCELED,,1125895,"4756150,7972522,7550533,",,2,1,0.9,-6.6
26/10/21,Kholapur,142335151,9T5B8B,2165609,0,0,50,,,534,CANCELED,,,,,2,1,0.9,-4.2
27/10/21,Bandara,142543698,9TD2TS,1120743,1891005,0,86,,,740,CANCELED,,1120743,"6494533,7334923,1891005,",,2,1,0.9,-7.2
30/10/21,Mumbai City,142866125,9TP17F,8783483,0,0,414,,,2117,CANCELED,,,,,2,2,1.05,14.8
25/10/21,Akola,142217104,9T103E,8600275,8595601,0,107,,,979,CANCELED,,8600275,"8595601,",,2,1,0.9,-8.9
26/10/21,Ahmednagar,142303175,9T45MF,2508294,0,0,76,,,701,CANCELED,,,"8365862,",,2,1,1.05,2.7
28/10/21,Mumbai City,142572742,9TE582,4678544,4442897,0,84,,,661,CANCELED,,4678544,"4442897,",,2,1,1.15,8.2
28/10/21,Akola,142625168,9TG3FI,1426846,567053,0,75,,,689,CANCELED,,1426846,"3621234,7212087,4112773,3499571,4052628,562665,567053,",,2,1,1.1,5.1
28/10/21,Ahmednagar,142625608,9TG408,3515203,0,0,114,,,1231,CANCELED,,,"3356894,4731194,",,2,1,0.9,-9.5
30/10/21,Mumbai City,142867093,9TP29N,8783483,0,0,434,,,2117,CANCELED,,,,,2,2,1.1,29.6
30/10/21,Ahmednagar,142938623,9TRLO3,785368,8444845,0,57,,,431,CANCELED,,785368,"8444845,",,2,1,0.9,-4.7
25/10/21,Mumbai City,142233087,9T1HQ7,221763,0,0,40,,,247,CANCELED,,,"6307814,",,2,1,0.9,-3.3
25/10/21,Kholapur,142287849,9T3ILJ,1010852,0,0,72,,,784,CANCELED,,,"6757216,8676483,",,2,1,0.9,-6
27/10/21,Latur,142494790,9TB8JK,2467403,3049762,0,103,,,841,CANCELED,,2467403,"3049762,",,2,1,0.9,-8.6
28/10/21,Kholapur,142556372,9TDH2C,7785737,0,0,77,,,793,CANCELED,,,"4154071,4294770,3551532,",,2,1,1,0
28/10/21,Mumbai City,142574616,9TE7AG,2579779,0,0,112,,,451,CANCELED,,,"7482922,542389,",,2,2,1.1,7.6
28/10/21,Latur,142652276,9TH3J6,6902024,0,0,53,,,424,CANCELED,,,"3187740,2562062,",,2,1,1.1,3.6
25/10/21,Bandara,142216076,9T0ST6,2644775,4459435,0,49,,,416,CANCELED,,2644775,"8637060,4459435,",,2,1,0.9,-4.1
27/10/21,Ahmednagar,142490200,9TB3GK,563846,8739643,0,110,,,1091,CANCELED,,563846,"8140299,8739643,",,2,1,0.9,-9.2
28/10/21,Mumbai City,142679731,9TI44B,1136527,0,0,84,,,672,CANCELED,,,"3660181,4415721,",,2,1,0.9,-7
29/10/21,Mumbai City,142745039,9TKGL9,2866773,0,0,259,,,1133,CANCELED,,,,,2,2,1.1,17.7
29/10/21,Chandrapur,142814524,9TN3RE,661503,8615064,0,271,,,1359,CANCELED,,661503,"4529535,8615064,",,2,2,1.1,18.5
26/10/21,Kholapur,142401490,9T7OTK,8047248,7731643,0,138,,,555,CANCELED,,8047248,"7731643,",,2,2,1.1,9.4
26/10/21,Bandara,142401691,9T7P6B,3703975,0,0,76,,,549,CANCELED,,,"4503883,8409474,680602,",,2,1,1,0
28/10/21,Latur,142681868,9TI6FI,2257266,0,0,100,,,1044,CANCELED,,,"8151420,",,2,1,0.9,-8.3
30/10/21,Jalna,142854435,9TOI7P,1829715,7887894,0,95,,,777,CANCELED,,1829715,"2396489,686586,7887894,",,2,1,1.1,6.5
24/10/21,Chandrapur,142065493,9SPBJN,3280101,2752609,0,209,,,914,CANCELED,,3280101,"1375430,7493147,2752609,",,2,2,1.2,26.1
28/10/21,Bandara,142653074,9TH4FO,731838,0,0,64,,,398,CANCELED,,,"4294770,8453559,",,2,1,1,0
27/10/21,Kholapur,142429793,9T8QD3,6519689,0,0,300,,,2493,CANCELED,,,"8576883,7267515,",,2,1,1.05,10.7
29/10/21,Mumbai City,142722105,9TJL6P,1052648,8483098,0,129,,,748,CANCELED,,1052648,"8483098,",,2,2,1,0
30/10/21,Kholapur,142884512,9TPLKC,1031322,8576883,0,69,,,497,CANCELED,,1031322,"8576883,",,2,1,0.9,-5.7
27/10/21,Raigad,142496489,9TBAG9,1727884,0,0,653,,,3521,CANCELED,,,,,2,2,1,0
29/10/21,Akola,142797234,9TMEL4,8305097,2717370,0,95,,,910,CANCELED,,8305097,"2717370,",,2,1,1,0
30/10/21,Hingoli,142855077,9TOIT7,6500824,0,0,151,,,1664,CANCELED,,,,,2,1,0.9,-12.6
26/10/21,Akola,142293021,9T3OE1,3010360,0,0,135,,,1423,CANCELED,,,,,2,1,0.9,-11.2
27/10/21,Akola,142521378,9TC85S,1827020,0,0,49,,,296,CANCELED,,,"4756150,7942545,8681150,3665800,",,2,1,1.05,1.8
29/10/21,Latur,142806367,9TMOPH,2031374,0,0,208,,,970,CANCELED,,,,,2,2,1.1,14.2
30/10/21,Thane,142881623,9TPIE3,4521395,0,0,390,,,1918,CANCELED,,,,,2,2,1.1,26.6
24/10/21,Jalna,142112668,9SR428,4952215,3800752,0,119,,,1089,CANCELED,,4952215,"3800752,",,2,1,1,0
25/10/21,Bandara,142254447,9T2BI7,6775558,0,0,320,,,1540,CANCELED,,,,,2,2,1.1,21.8
25/10/21,Sangli,142259195,9T2GQF,2438476,0,0,118,,,950,CANCELED,,2438476,,,2,1,1,0
27/10/21,Chandrapur,142532311,9TCKAB,7702183,8534963,0,88,,,588,CANCELED,,7702183,"5075560,8534963,",,2,1,1,0
28/10/21,Raigad,142682188,9TI6Q8,1570554,0,0,30,,,60,CANCELED,,,,,2,1,0.9,-2.5
30/10/21,Mumbai City,142885769,9TPN29,427535,0,0,58,,,622,CANCELED,,,"4084748,8389163,",,2,1,0.9,-4.8
27/10/21,Bandara,142544867,9TD48R,509247,0,0,92,,,809,CANCELED,,509247,"4764538,3529611,",,2,1,0.9,-7.7
28/10/21,Akola,142618249,9TFPOT,1249976,0,0,70,,,604,CANCELED,,,,,2,1,0.9,-5.8
24/10/21,Akola,142072054,9SPISE,584893,8587664,0,38,,,316,CANCELED,,584893,"8717874,8463026,8587664,",,2,1,0.9,-3.2
28/10/21,Akola,142632238,9TGBB8,2006918,0,0,42,,,285,CANCELED,,2006918,"6347253,",,2,1,1,0
28/10/21,Bandara,142674341,9THS4L,1419382,8184626,0,257,,,1470,CANCELED,,1419382,"8184626,",,2,2,1.1,17.5
29/10/21,Akola,142767893,9TLC33,2702610,0,0,221,,,1054,CANCELED,,2702610,,,2,2,1.15,21.6
25/10/21,Kholapur,142288996,9T3JTQ,6264886,0,0,60,,,481,CANCELED,,,"6192225,7550533,2000742,2038865,",,2,1,1.05,2.1
29/10/21,Bandara,142692061,9TIHPB,1574889,0,0,154,,,1128,CANCELED,,,,,2,1,1,0
24/10/21,Latur,142027654,9SNTIE,456689,0,0,64,,,730,CANCELED,,456689,,,2,1,1,0
25/10/21,Latur,142203873,9T0FCD,4058351,7306573,0,120,,,842,CANCELED,,4058351,"5667738,7306573,",,2,1,1.05,4.3
27/10/21,Kholapur,142435089,9T929J,433017,0,0,101,,,882,CANCELED,,433017,"8545526,",,2,1,1.15,9.9
27/10/21,Mumbai City,142435894,9T936E,7147618,0,0,122,,,920,CANCELED,,,,,2,1,1.25,18.3
28/10/21,Ahmednagar,142604498,9TFAGI,582605,384488,0,55,,,453,CANCELED,,582605,"8175366,384488,",,2,1,0.9,-4.6
29/10/21,Mumbai City,142730450,9TK0F0,923403,7191205,0,49,,,373,CANCELED,,923403,"7191205,",,2,1,0.9,-4.1
29/10/21,Akola,142797849,9TMFBJ,8305097,4864184,0,95,,,910,CANCELED,,8305097,"4864184,",,2,1,1,0
30/10/21,Mumbai City,142870397,9TP5TR,7344702,5647344,0,75,,,556,CANCELED,,7344702,"5647344,",,2,1,0.9,-6.2
27/10/21,Mumbai City,142517609,9TC409,8614931,0,0,146,,,1480,CANCELED,,8614931,,,2,1,1,0
24/10/21,Mumbai City,142044192,9SOHTM,1182959,0,0,67,,,472,CANCELED,,,"8520663,",,2,1,1,0
26/10/21,Osmanabad,142327986,9T539G,6994875,0,0,111,,,957,CANCELED,,6994875,,,2,1,0.9,-9.2
27/10/21,Mumbai City,142459998,9T9TTS,434154,0,0,83,,,959,CANCELED,,,"991546,",,2,1,0.9,-6.9
27/10/21,Jalna,142461725,9TA1RF,1943261,0,0,107,,,800,CANCELED,,,,,2,1,0.9,-8.9
30/10/21,Chandrapur,142889930,9TPRL0,1512066,3671253,0,102,,,649,CANCELED,,1512066,"599283,7130873,8662162,3671253,",,2,1,1.15,10
24/10/21,Thane,142020596,9SNLN6,2879986,0,0,115,,,1218,CANCELED,,,,,2,1,1,0
25/10/21,Akola,142289408,9T3KDI,4669946,7550533,0,79,,,816,CANCELED,,4669946,"8128382,2699210,7550533,",,2,1,0.9,-6.6
26/10/21,Mumbai City,142313195,9T4GQF,4157278,0,0,114,,,1096,CANCELED,,,"7441488,2566678,",,2,1,1.05,4.1
30/10/21,Kholapur,142920122,9TR17C,5933685,0,0,178,,,1040,CANCELED,,,,,2,2,1,0
30/10/21,Chandrapur,142920757,9TR1SH,2864653,8483355,0,100,,,380,CANCELED,,8483355,"8424758,7604289,2805819,8483355,",,2,2,1,0
30/10/21,Ahmednagar,142942169,9TRPM9,3593570,8151420,0,57,,,408,CANCELED,,3593570,"6465125,8151420,",,2,1,0.9,-4.7
26/10/21,Jalna,142309563,9T4CPD,2055154,8153168,0,81,,,781,CANCELED,,2055154,"8153168,",,2,1,1,0
27/10/21,Mumbai City,142462139,9TA2B9,3090513,2566336,0,70,,,607,CANCELED,,3090513,"2566336,",,2,1,0.9,-5.8
24/10/21,Osmanabad,142148817,9SSE77,1339208,0,0,100,,,1450,CANCELED,,1339208,,,2,1,0.9,-8.3
27/10/21,Kholapur,142433929,9T910T,384601,0,0,76,,,800,CANCELED,,,,,2,1,1,0
28/10/21,Bandara,142569168,9TE18S,2608341,4442897,0,68,,,613,CANCELED,,2608341,"7500128,7757251,8359961,3529611,3577723,3063616,4442897,",,2,1,1,0
29/10/21,Akola,142684207,9TI93H,8404766,0,0,137,,,1084,CANCELED,,,,,2,1,1.1,9.3
27/10/21,Akola,142502657,9TBHBR,3529815,0,0,57,,,592,CANCELED,,3529815,"4776801,",,2,1,1,0
28/10/21,Mumbai City,142624127,9TG2AR,737315,0,0,88,,,809,CANCELED,,,"1072787,8515572,",,2,1,0.9,-7.3
28/10/21,Ahmednagar,142653063,9TH4FD,1010955,5114778,0,78,,,477,CANCELED,,1010955,"5560274,5075560,3174435,8760645,5114778,",,2,1,1.1,5.3
25/10/21,Kholapur,142171798,9ST9N8,4766591,0,0,58,,,537,CANCELED,,,"4846894,",,2,1,1,0
27/10/21,Mumbai City,142444819,9T9D3T,250390,712246,0,65,,,389,CANCELED,,250390,"4618022,8524443,712246,",,2,1,1,0
27/10/21,Latur,142517382,9TC3MM,2348993,5763219,0,74,,,585,CANCELED,,2348993,"8520666,3195847,7762257,2576789,5763219,",,2,1,1,0
28/10/21,Akola,142663373,9THFT3,584558,8717874,0,110,,,1159,CANCELED,,584558,"8717874,",,2,1,1.1,7.5
24/10/21,Palghar,142030539,9SO2OJ,8733831,0,0,154,,,1221,CANCELED,,,,,2,1,1,0
27/10/21,Nagpur,142485418,9TAS78,8769811,0,0,106,,,1099,CANCELED,,8769811,,,2,1,0.9,-8.8
27/10/21,Akola,142495271,9TB95L,7313088,0,0,120,,,1132,CANCELED,,,"8763791,4731194,5981533,",,2,1,1.1,8.2
24/10/21,Bandara,142101533,9SQLL3,5648153,0,0,99,,,964,CANCELED,,5648153,"4933181,8587664,3063616,",,2,1,1.25,14.9
25/10/21,Chandrapur,142170922,9ST8O2,7470220,0,0,55,,,463,CANCELED,,7470220,"2961666,5851488,4846894,",,2,1,1,0
27/10/21,Ahmednagar,142428328,9T8OO8,126494,532860,0,70,,,461,CANCELED,,126494,"3053580,6010047,532860,",,2,1,1.2,8.7
28/10/21,Latur,142593522,9TESAM,718031,0,0,86,,,851,CANCELED,,,,,2,1,0.9,-7.2
26/10/21,Akola,142340297,9T5GTR,3597192,5060535,0,45,,,435,CANCELED,,3597192,"7635456,3250683,6812739,4888669,5060535,",,2,1,0.9,-3.7
26/10/21,Ahmednagar,142383392,9T74QC,418257,396610,0,54,,,468,CANCELED,,418257,"3049762,5734109,8519663,396610,",,2,1,1,0
29/10/21,Bandara,142686673,9TIBPN,2475351,0,0,93,,,851,CANCELED,,2475351,,,2,1,0.9,-7.7
30/10/21,Mumbai City,142854323,9TOI43,7313319,0,0,96,,,900,CANCELED,,,"1235516,943651,7405750,6222793,",,2,1,0.9,-8
24/10/21,Ahmednagar,142144054,9SS8SE,4636867,5338657,0,70,,,525,CANCELED,,4636867,"5338657,",,2,1,1,0
29/10/21,Mumbai City,142700612,9TIRAC,2974281,0,0,239,,,1001,CANCELED,,,,,2,2,1.1,16.3
24/10/21,Osmanabad,142094611,9SQE0B,8632029,1024574,0,94,,,932,CANCELED,,8632029,"7250225,4087442,7677431,1024574,",,2,1,1,0
30/10/21,Akola,142837031,9TNSRL,2361434,5130170,0,63,,,552,CANCELED,,2361434,"8760645,5130170,",,2,1,1,0
26/10/21,Latur,142316328,9T4KAS,8516309,0,0,274,,,1378,CANCELED,,8516309,,,2,2,1.05,9.8
27/10/21,Akola,142477414,9TAJAE,4420183,0,0,52,,,419,CANCELED,,4420183,"3744835,",,2,1,0.9,-4.3
28/10/21,Chandrapur,142552816,9TDD3Q,2163942,0,0,64,,,588,CANCELED,,,,,2,1,0.9,-5.3
30/10/21,Raigad,142907456,9TQH56,8787891,0,0,259,,,2135,CANCELED,,,,,2,1,1,0
24/10/21,Akola,142118875,9SRAT5,3263528,5318837,0,81,,,697,CANCELED,,3263528,"5318837,",,2,1,1.05,2.9
25/10/21,Mumbai City,142288217,9T3J3R,476003,0,0,154,,,776,CANCELED,,,,,2,2,1,0
27/10/21,Bandara,142544026,9TD3AQ,1120743,0,0,86,,,740,CANCELED,,,"550396,6494533,1024574,1082374,7334923,1723530,",,2,1,0.9,-7.2
25/10/21,Ahmednagar,142187001,9STQK1,433069,0,0,61,,,507,CANCELED,,433069,"4796875,",,2,1,1,0
26/10/21,Akola,142416593,9T8BN3,6482872,0,0,177,,,774,CANCELED,,,,,2,2,1.1,12.1
27/10/21,Mumbai City,142546275,9TD5PP,4619061,0,0,140,,,627,CANCELED,,4619061,,,2,2,1,0
29/10/21,Mumbai City,142684047,9TI8S7,8537073,0,0,108,,,936,CANCELED,,8537073,,,2,1,0.9,-9
29/10/21,Chandrapur,142739316,9TKAAG,5917881,8163909,0,101,,,1053,CANCELED,,5917881,"7972458,8163909,",,2,1,0.9,-8.4
29/10/21,Mumbai City,142799613,9TMHAD,572813,0,0,577,,,2092,CANCELED,,,,,2,2,1.5,144.3
30/10/21,Mumbai City,142820483,9TNAG3,4689379,0,0,181,,,963,CANCELED,,,,,2,2,1.1,12.3
30/10/21,Akola,142901563,9TQAIN,735298,8637754,0,224,,,2168,CANCELED,,735298,"680602,3772766,7342066,8637754,",,2,1,1.05,8
24/10/21,Akola,142091586,9SQAJG,6827812,3020793,0,74,,,622,CANCELED,,6827812,"6307814,3266492,3020793,",,2,1,1.1,5
25/10/21,Ahmednagar,142176183,9STEJD,7202405,0,0,92,,,645,CANCELED,,7202405,,,2,1,1.2,11.5
24/10/21,Bandara,142074043,9SPL4N,640047,376525,0,57,,,372,CANCELED,,640047,"376525,",,2,1,0.9,-4.7
28/10/21,Bandara,142652277,9TH3J7,4508910,5462670,0,112,,,446,CANCELED,,4508910,"5462670,",,2,2,1,0
26/10/21,Osmanabad,142416021,9T8B41,4416712,0,0,272,,,1320,CANCELED,,,,,2,2,1.1,18.5
27/10/21,Hingoli,142519426,9TC60Q,8128836,0,0,177,,,1500,CANCELED,,,,,2,1,1,0
27/10/21,Chandrapur,142533281,9TCLCL,5870968,8545526,0,146,,,1149,CANCELED,,5870968,"8608330,5075560,8657809,8534963,3744835,3020793,8649287,4518267,8681150,2773196,8545526,",,2,1,1,0
28/10/21,Mumbai City,142549339,9TD97T,286408,0,0,53,,,569,CANCELED,,,"7872510,",,2,1,0.9,-4.4
29/10/21,Mumbai City,142697104,9TINDE,3394561,0,0,579,,,1725,CANCELED,,,,,2,2,2,217.1
30/10/21,Jalna,142853184,9TOGQ4,1186715,3437708,0,140,,,983,CANCELED,,1186715,"3437708,",,2,1,1.2,17.5
30/10/21,Ahmednagar,142917382,9TQS62,6195559,8149999,0,149,,,1160,CANCELED,,6195559,"8390765,8591183,6547855,8149999,",,2,1,1,0
26/10/21,Mumbai City,142408686,9T82TG,2406344,1655141,0,69,,,514,CANCELED,,2406344,"1655141,",,2,1,1,0
27/10/21,Akola,142544704,9TD43E,5527278,8595788,0,111,,,1133,CANCELED,,5527278,"8595788,",,2,1,0.9,-9.2
28/10/21,Ahmednagar,142568238,9TE07S,4164458,0,0,67,,,527,CANCELED,,4164458,"6579074,4154071,",,2,1,1.1,4.6
26/10/21,Mumbai City,142328021,9T53AL,7823814,0,0,62,,,661,CANCELED,,7823814,"712246,",,2,1,0.9,-5.2
29/10/21,Kholapur,142740396,9TKBGG,8328276,2095150,0,84,,,625,CANCELED,,8328276,"2095150,",,2,1,1.1,5.7
29/10/21,Kholapur,142808987,9TMRMR,7017948,0,0,194,,,794,CANCELED,,7017948,"4529535,",,2,2,1.25,29.1
28/10/21,Mumbai City,142682456,9TI756,1892087,0,0,59,,,617,CANCELED,,,"6524006,4085102,8759563,",,2,1,0.9,-4.9
29/10/21,Akola,142814724,9TN444,284922,0,0,150,,,834,CANCELED,,,,,2,2,1,0
30/10/21,Latur,142908508,9TQIA8,8340138,6076567,0,118,,,837,CANCELED,,8340138,"6494533,3665800,5926221,6076567,",,2,1,1,0
26/10/21,Mumbai City,142390200,9T7CDA,1793964,0,0,86,,,631,CANCELED,,,,,2,1,1.15,8.4
27/10/21,Akola,142485327,9TAS47,2501712,0,0,54,,,551,CANCELED,,,"7785190,5763219,5114778,",,2,1,0.9,-4.5
27/10/21,Ahmednagar,142515338,9TC1EI,3349672,0,0,79,,,622,CANCELED,,3349672,,,2,1,1,0
29/10/21,Akola,142805183,9TMNG3,5280794,0,0,268,,,1126,CANCELED,,5280794,,,2,2,1.3,46.4
24/10/21,Ahmednagar,142028063,9SO023,551719,0,0,88,,,708,CANCELED,,,"7918125,",,2,1,1.05,3.1
25/10/21,Bandara,142213310,9T0PR0,1619603,0,0,70,,,494,CANCELED,,,"3063616,2636511,",,2,1,0.9,-5.8
25/10/21,Ahmednagar,142233332,9T1I4C,1109622,3529611,0,107,,,870,CANCELED,,1109622,"2699210,7187652,8483172,4518267,3529611,",,2,1,0.9,-8.9
28/10/21,Mumbai City,142672383,9THPTD,1832197,0,0,131,,,949,CANCELED,,,,,2,1,1.1,8.9
27/10/21,Chandrapur,142422215,9T8I0F,349408,8175366,0,46,,,258,CANCELED,,349408,"4154071,8175366,",,2,1,1.05,1.6
28/10/21,Akola,142601262,9TF6SM,3401007,6812739,0,123,,,1141,CANCELED,,3401007,"6812739,",,2,1,0.9,-10.2
28/10/21,Kholapur,142678991,9TI39L,217455,0,0,86,,,799,CANCELED,,,,,2,1,0.9,-7.2
25/10/21,Mumbai City,142169251,9ST6SB,8600306,0,0,71,,,558,CANCELED,,8600306,,,2,1,1,0
26/10/21,Jalna,142343817,9T5KR7,953778,8717874,0,89,,,784,CANCELED,,953778,"5324626,8587664,8717874,",,2,1,1.05,3.2
26/10/21,Mumbai City,142359166,9T67SQ,7131424,0,0,93,,,1051,CANCELED,,,,,2,1,0.9,-7.7
26/10/21,Dhule,142373705,9T6O3F,7392700,0,0,124,,,1009,CANCELED,,,"5939048,",,2,1,1.05,4.4
28/10/21,Akola,142611968,9TFIPI,7125880,4276242,0,30,,,85,CANCELED,,7125880,"4276242,",,2,1,0.9,-2.5
29/10/21,Chandrapur,142743155,9TKEIF,7369206,0,0,231,,,1326,CANCELED,,,"5517374,7127238,2441622,2752609,730580,",,2,2,1,0
29/10/21,Ahmednagar,142736364,9TK724,602629,8769134,0,214,,,1050,CANCELED,,602629,"7116008,8769134,",,2,2,1.1,14.6
29/10/21,Satara,142807442,9TMQ1C,8290072,0,0,164,,,896,CANCELED,,,,,2,2,1,0
30/10/21,Ahmednagar,142851066,9TOEFG,8611948,0,0,210,,,954,CANCELED,,,"549784,8693199,7196641,",,2,2,1,0
30/10/21,Kholapur,142869139,9TP4HT,4201710,0,0,54,,,411,CANCELED,,,"7191205,5531694,5114778,",,2,1,0.9,-4.5
24/10/21,Bandara,142018790,9SNJN0,4364408,0,0,100,,,0,CANCELED,,,,,2,2,1.05,3.6
27/10/21,Ahmednagar,142431700,9T8SGK,852689,0,0,135,,,1212,CANCELED,,,"3689955,532860,3273219,",,2,1,1,0
28/10/21,Chandrapur,142667808,9THKQS,611685,0,0,120,,,504,CANCELED,,,"3378279,637133,4529535,",,2,2,1,0
29/10/21,Ahmednagar,142805771,9TMO5L,2274058,0,0,84,,,687,CANCELED,,,"6307814,1590819,8576883,",,2,1,1,0
25/10/21,Kholapur,142173247,9STBBH,2788094,1176993,0,68,,,589,CANCELED,,2788094,"1176993,",,2,1,1,0
25/10/21,Bandara,142252499,9T29D9,2769397,2489844,0,93,,,903,CANCELED,,2769397,"2489844,",,2,1,1,0
29/10/21,Bandara,142732362,9TK2IM,2488805,0,0,79,,,1032,CANCELED,,,,,2,1,0.9,-6.6
29/10/21,Ahmednagar,142743841,9TKFBB,965005,0,0,161,,,750,CANCELED,,,"4900779,730580,637133,",,2,2,1.1,11
30/10/21,Mumbai City,142827598,9TNID8,1370024,0,0,432,,,1487,CANCELED,,1370024,"1301415,",,2,2,1.5,108
30/10/21,Mumbai City,142859101,9TONDB,7160188,0,0,73,,,652,CANCELED,,,"8161709,7592035,",,2,1,0.9,-6.1
30/10/21,Mumbai City,142886930,9TPOB0,861481,0,0,92,,,934,CANCELED,,,,,2,1,1.15,9
30/10/21,Akola,142924741,9TR6BB,467758,7972458,0,62,,,462,CANCELED,,467758,"7972458,",,2,1,1,0
30/10/21,Ahmednagar,142891656,9TPTIG,3032213,371830,0,50,,,372,CANCELED,,3032213,"371830,",,2,1,1,0
30/10/21,Ahmednagar,142910903,9TQL03,6448145,7347453,0,143,,,629,CANCELED,,6448145,"1818670,7347453,",,2,2,1,0
25/10/21,Jalna,142234562,9T1JFC,642065,0,0,81,,,799,CANCELED,,,"5981533,",,2,1,0.9,-6.7
26/10/21,Kholapur,142401570,9T7P2A,8047248,0,0,235,,,1356,CANCELED,,,"7731643,8483355,1919584,",,2,2,1,0
